Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:56992000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
56992000;1;01/01/2024;;1;1;;;;;;0;0;0;"0,0";0;"9,8946";"12,3447";"12,6642";"76,9458";"49,8627";"80,0312";"55,1849";"36,5396";"27,9835";"24,687";"28,4084";"19,726";"15,2202";"13,3118";"11,7143";"10,1903";"9,3125";"8,1862";"7,9127";"7,3756";"8,1862";"14,327";"46,0954";"36,0641";"27,5614";"107,6447";;"86,3632";"56,0471";"38,4692";"80,0312";;;;;3;;;;;;;;;;;;;;;;;;;;;;0;;;;
56992000;2;01/12/2023;;1;1;"39,7985";"3,9772";"10,2995";24;10;1;1;1;;;"4,5903";"4,5903";"5,0171";"12,0565";"7,864";"6,1451";"5,0171";"4,1779";"4,1779";"3,9772";"20,8027";"10,5851";"7,3568";"6,1451";"8,9161";"6,1451";"5,2358";"4,8019";"5,0171";"4,1779";"4,5903";"4,5903";"15,5393";"39,7985";"18,6285";"13,5985";"10,2995";"23,0657";"23,8393";"15,8721";"12,6649";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/11/2023;;1;1;"13,2845";"3,6259";"6,7906";23;17;1;1;1;;;"8,9161";"8,9161";"8,3839";"9,1868";"12,3593";"10,5851";"7,3568";"7,108";"5,9127";"5,6837";"5,2358";"4,5903";"4,5903";"3,9772";"3,7802";"3,706";"3,6259";"3,6259";"3,6259";"3,6259";"3,6259";"11,7565";"13,2845";"8,3839";"7,864";"8,6484";"8,9161";"6,62";"5,2358";"4,5903";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/10/2023;;1;1;"10,8736";"4,3823";"5,9069";30;17;1;1;1;;;"6,3809";"4,8019";"4,8019";"5,458";"6,3809";"7,3568";"6,1451";"5,458";"5,2358";"5,0171";"4,8019";"4,5903";"5,458";"4,8019";"4,8019";"5,458";"4,3823";"5,458";"5,2358";"4,8019";"6,62";"6,1451";"5,6837";"5,2358";"5,458";"5,0171";"5,6837";"6,8623";"8,1224";"10,8736";"10,5851";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/09/2023;;1;1;"12,3593";"4,3823";"6,939";1;27;1;1;1;;;"12,3593";"11,165";"10,2995";"8,6484";"8,6484";"8,3839";"8,3839";"7,864";"7,3568";"7,108";"6,62";"6,1451";"5,9127";"5,9127";"7,3568";"7,6088";"9,7372";"7,3568";"6,62";"6,1451";"5,9127";"5,458";"5,0171";"5,0171";"4,8019";"4,8019";"4,3823";"4,3823";"4,3823";"4,3823";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/08/2023;;1;1;"35,1875";"5,0171";"8,3271";29;9;1;1;1;;;"6,62";"6,8623";"6,1451";"5,9127";"5,9127";"5,6837";"5,458";"5,458";"5,0171";"5,0171";"5,0171";"5,0171";"5,2358";"5,2358";"5,2358";"5,458";"5,9127";"6,8623";"6,8623";"6,3809";"6,3809";"8,6484";"12,3593";"10,0169";"7,108";"6,8623";"8,1224";"10,5851";"35,1875";"22,6824";"14,8816";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/07/2023;;1;1;"8,3839";"5,6837";"6,5553";28;16;1;1;1;;;"6,8623";"6,8623";"6,62";"6,8623";"6,62";"6,3809";"5,9127";"6,1451";"6,3809";"6,3809";"6,1451";"5,9127";"5,9127";"5,9127";"5,9127";"5,6837";"5,9127";"5,9127";"5,9127";"6,1451";"6,1451";"6,3809";"6,3809";"6,8623";"6,8623";"7,3568";"8,1224";"8,3839";"7,864";"7,3568";"7,108";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/06/2023;;1;1;"10,0169";"6,8623";"8,1996";2;29;1;1;1;;;"9,4605";"10,0169";"10,0169";"10,0169";"8,9161";"8,9161";"8,3839";"8,3839";"8,3839";"8,3839";"8,3839";"8,3839";"8,3839";"8,3839";"7,864";"8,1224";"7,864";"7,864";"8,1224";"8,6484";"7,864";"7,3568";"7,3568";"7,108";"7,6088";"7,3568";"7,3568";"7,3568";"6,8623";"6,8623";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/05/2023;;1;1;"22,3016";"9,4605";"12,6344";1;21;1;1;1;;;"22,3016";"18,9846";"17,924";"15,5393";"13,9152";"12,3593";"11,4593";"10,8736";"10,2995";"10,5851";"10,0169";"11,4593";"21,9232";"20,4341";"14,2346";"13,5985";"11,4593";"11,4593";"10,5851";"10,0169";"9,4605";"9,7372";"10,0169";"10,5851";"11,165";"11,165";"10,8736";"9,7372";"10,2995";"9,7372";"9,4605";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/04/2023;;1;1;"54,8664";"7,7877";"13,6644";16;2;1;1;1;;;"8,0545";"7,7877";"8,0545";"9,4383";"8,5982";"8,5982";"13,0833";"16,1";"14,0627";"11,819";"11,2051";"9,7249";"9,155";"9,155";"14,7303";"54,8664";"24,6225";"17,2296";"14,2346";"13,2845";"12,0565";"11,4593";"11,165";"11,165";"10,5851";"10,5851";"10,0169";"10,5851";"16,2075";"22,3016";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/03/2023;;1;1;"12,7627";"8,0545";"10,4943";18;27;1;1;1;;;"12,4451";"12,4451";"11,819";"11,2051";"10,6036";"10,3075";"10,6036";"10,3075";"11,2051";"10,6036";"10,0146";"10,0146";"9,4383";"9,4383";"9,155";"10,3075";"11,819";"12,7627";"11,819";"11,819";"12,1306";"10,3075";"11,2051";"10,9028";"12,1306";"8,875";"8,0545";"8,0545";"8,0545";"8,5982";"8,875";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/02/2023;;1;1;"39,661";"12,4451";"21,9678";1;28;1;1;1;;;"39,661";"34,8935";"32,1442";"29,4803";"27,3271";"26,0648";"24,825";"29,0448";"25,2357";"33,9677";"27,7529";"23,2074";"20,8586";"20,0967";"18,605";"18,2389";"16,4495";"16,4495";"17,1569";"17,1569";"18,2389";"16,4495";"14,7303";"14,395";"13,7333";"13,4068";"13,0833";"12,4451";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
56992000;2;01/01/2023;;1;1;"195,9294";"15,7533";"62,6561";23;6;1;1;1;;;"18,605";"17,1569";"16,4495";"16,1";"16,1";"15,7533";"52,0101";"128,8571";"105,1525";"48,806";"36,773";"31,6942";"42,6301";"41,6315";"28,6117";"24,825";"21,6311";"20,0967";"19,7197";"21,6311";"22,8095";"58,6445";"195,9294";"124,3884";"115,662";"174,7629";"176,0542";"185,2117";"68,4873";"52,0101";"44,1446";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/12/2022;;1;1;"82,6864";"17,8755";"31,5317";22;12;1;1;1;;;"20,4763";"25,2357";"40,1503";"45,6789";"35,3599";"28,1811";"22,4141";"20,0967";"28,1811";"26,0648";"20,0967";"17,8755";"25,649";"25,649";"42,1297";"27,3271";"20,8586";"18,2389";"22,8095";"25,2357";"41,1355";"82,6864";"52,5515";"36,773";"27,3271";"39,661";"45,6789";"39,174";"29,9183";"24,0111";"20,8586";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/11/2022;;1;1;"47,2327";"4,0467";"12,3176";17;10;1;1;1;;;"4,8842";"5,1073";"6,2591";"7,0078";"7,5243";"7,0078";"6,0166";"5,1073";"4,4545";"4,0467";"4,0467";"4,2478";"5,311";"8,3247";"8,3247";"9,4383";"47,2327";"28,1811";"17,1569";"11,819";"8,875";"8,5982";"10,0146";"10,0146";"12,7627";"33,9677";"27,7529";"22,4141";"17,8755";"15,7533";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/10/2022;;1;1;"40,1503";"4,8842";"8,9773";6;19;1;1;1;;;"8,0545";"8,3247";"7,2643";"7,5243";"12,1306";"40,1503";"23,608";"14,7303";"11,819";"10,3075";"9,155";"7,5243";"6,7547";"6,2591";"5,7777";"5,311";"5,311";"5,311";"4,8842";"4,8842";"5,311";"5,7777";"5,5425";"5,7777";"7,7877";"9,7249";"8,3247";"8,3247";"6,0166";"5,311";"5,311";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/09/2022;;1;1;"7,0078";"4,6666";"5,5152";20;16;1;1;1;;;"6,0166";"6,0166";"6,0166";"5,7777";"5,7777";"5,5425";"5,311";"5,5425";"5,311";"5,311";"4,8842";"4,8842";"4,8842";"4,8842";"4,8842";"4,6666";"4,8842";"5,311";"6,7547";"7,0078";"6,2591";"5,7777";"5,7777";"5,7777";"5,7777";"5,1073";"5,1073";"4,8842";"5,5425";"5,7777";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/08/2022;;1;1;"7,2643";"5,5425";"6,3395";1;25;1;1;1;;;"7,2643";"7,2643";"7,2643";"7,2643";"6,7547";"6,7547";"7,2643";"6,7547";"6,7547";"6,5051";"6,2591";"6,2591";"6,2591";"5,7777";"5,7777";"6,0166";"5,7777";"6,0166";"6,0166";"6,0166";"5,7777";"5,7777";"5,7777";"5,7777";"5,5425";"6,0166";"5,7777";"5,7777";"7,2643";"6,7547";"6,2591";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/07/2022;;1;1;"9,4383";"7,2643";"8,3698";12;28;1;1;1;;;"8,5982";"8,875";"8,875";"9,155";"8,3247";"8,5982";"8,3247";"8,5982";"8,3247";"8,3247";"8,5982";"9,4383";"9,155";"9,4383";"8,875";"8,875";"8,875";"9,155";"8,5982";"8,875";"8,3247";"7,7877";"7,5243";"7,7877";"7,7877";"7,7877";"7,5243";"7,2643";"7,2643";"7,2643";"7,2643";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/06/2022;;1;1;"12,7627";"8,3247";"9,5976";1;29;1;1;1;;;"12,7627";"11,819";"10,9028";"10,6036";"10,6036";"10,0146";"9,4383";"9,4383";"9,4383";"9,155";"9,4383";"10,0146";"10,0146";"10,0146";"9,7249";"9,4383";"8,875";"8,875";"9,155";"9,155";"9,155";"8,875";"9,155";"9,4383";"8,875";"8,875";"8,875";"8,875";"8,3247";"8,5982";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/05/2022;;1;1;"15,4094";"10,0146";"12,137";8;22;1;1;1;;;"13,7333";"13,0833";"13,4068";"12,7627";"12,4451";"12,4451";"13,4068";"15,4094";"13,4068";"12,7627";"12,1306";"11,819";"11,819";"11,5106";"11,2051";"11,5106";"11,2051";"11,2051";"11,2051";"10,9028";"10,6036";"10,0146";"10,0146";"10,0146";"10,6036";"11,2051";"12,1306";"13,7333";"14,0627";"13,0833";"13,4068";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/04/2022;;1;1;"58,6445";"13,4068";"20,1179";16;29;1;1;1;;;"17,5148";"18,605";"24,0111";"23,2074";"21,6311";"19,3455";"19,3455";"26,0648";"19,7197";"18,2389";"17,8755";"19,3455";"17,1569";"16,1";"22,4141";"58,6445";"30,3587";"22,0213";"19,7197";"18,605";"17,1569";"16,8018";"16,4495";"15,7533";"15,7533";"15,7533";"15,0684";"14,0627";"13,4068";"13,4068";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
56992000;2;01/03/2022;;1;1;"46,1947";"17,5148";"25,9883";1;31;1;1;1;;;"46,1947";"38,2068";"35,8286";"34,8935";"33,9677";"32,5965";"29,9183";"29,0448";"27,3271";"27,7529";"27,3271";"26,9039";"25,649";"24,4168";"24,4168";"24,4168";"23,2074";"22,4141";"22,0213";"21,2435";"20,4763";"27,3271";"24,4168";"22,0213";"20,8586";"20,4763";"19,3455";"18,9739";"18,605";"17,8755";"17,5148";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/02/2022;;1;1;"129,9853";"41,1355";"71,5108";12;1;1;1;1;;;"41,1355";"42,6301";"56,3999";"78,1217";"90,2285";"80,8467";"96,0762";"53,6406";"43,6376";"83,6131";"104,1261";"129,9853";"86,4209";"56,3999";"48,806";"103,1041";"55,8439";"48,806";"71,0589";"129,9853";"126,614";"60,3494";"53,095";"52,5515";"48,806";"48,2794";"53,095";"58,6445";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
56992000;2;01/01/2022;;1;1;"225,3299";"14,7303";"39,7701";11;5;1;1;1;;;"23,2074";"18,9739";"19,3455";"17,1569";"14,7303";"15,0684";"24,4168";"45,1653";"91,1918";"213,9145";"225,3299";"68,4873";"46,1947";"37,7266";"32,5965";"29,9183";"28,6117";"28,6117";"23,608";"22,4141";"20,4763";"19,3455";"18,2389";"17,5148";"16,8018";"16,1";"22,8095";"24,825";"18,2389";"16,1";"15,7533";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56992000;2;01/12/2021;;1;1;"113,5245";"17,5148";"37,3891";2;29;1;1;1;;;"63,4708";"113,5245";"62,6513";"48,2794";"41,6315";"36,2997";"27,7529";"71,9255";"105,1525";"54,1883";"38,6893";"30,3587";"27,3271";"24,0111";"22,4141";"21,6311";"19,7197";"18,2389";"23,2074";"27,7529";"23,608";"21,2435";"20,8586";"27,7529";"41,6315";"26,9039";"20,4763";"17,8755";"17,5148";"33,0512";"29,9183";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
